Academic Year,LSS Number,LSS Name,School Number,School Name,Assessment,Grade,Tested Count,Proficient Count,Proficient Pct,Level 1 Pct,Level 2 Pct,Level 3 Pct,Level 4 Pct,Create Date
2019,01,Allegany,0402,John Humbird Elementary,English Language Arts,4,*,*,*,*,*,*,*,20191002
2019,01,Allegany,0402,John Humbird Elementary,Mathematics,4,*,*,*,*,*,*,*,20191002
2019,01,Allegany,0405,Fort Hill High,English Language Arts,11,*,*,*,*,*,*,*,20191002
2019,01,Allegany,0405,Fort Hill High,Mathematics,11,*,*,*,*,*,*,*,20191002
2019,01,Allegany,0406,Washington Middle,English Language Arts,6,*,*,*,*,*,*,*,20191002
2019,01,Allegany,0406,Washington Middle,English Language Arts,7,*,*,*,*,*,*,*,20191002
2019,01,Allegany,0406,Washington Middle,English Language Arts,8,11,7,63.6,9.1,27.3,63.6,<= 5.0,20191002
2019,01,Allegany,0406,Washington Middle,Mathematics,6,*,*,*,*,*,*,*,20191002
2019,01,Allegany,0406,Washington Middle,Mathematics,7,*,*,*,*,*,*,*,20191002
2019,01,Allegany,0406,Washington Middle,Mathematics,8,11,6,54.5,27.3,18.2,45.5,9.1,20191002
2019,01,Allegany,0504,Braddock Middle,English Language Arts,7,*,*,*,*,*,*,*,20191002
2019,01,Allegany,0504,Braddock Middle,Mathematics,7,*,*,*,*,*,*,*,20191002
2019,01,Allegany,0601,Center for Career & Technical Education,English Language Arts,11,*,*,*,*,*,*,*,20191002
2019,01,Allegany,0601,Center for Career & Technical Education,Mathematics,11,*,*,*,*,*,*,*,20191002
2019,01,Allegany,0606,Allegany High,English Language Arts,11,*,*,*,*,*,*,*,20191002
2019,01,Allegany,0606,Allegany High,Mathematics,11,*,*,*,*,*,*,*,20191002
2019,01,Allegany,0801,Westernport Elementary,English Language Arts,4,*,*,*,*,*,*,*,20191002
2019,01,Allegany,0801,Westernport Elementary,English Language Arts,5,*,*,*,*,*,*,*,20191002
2019,01,Allegany,0801,Westernport Elementary,Mathematics,4,*,*,*,*,*,*,*,20191002
2019,01,Allegany,0801,Westernport Elementary,Mathematics,5,*,*,*,*,*,*,*,20191002
2019,01,Allegany,0802,Westmar Middle,English Language Arts,6,*,*,*,*,*,*,*,20191002
2019,01,Allegany,0802,Westmar Middle,English Language Arts,7,*,*,*,*,*,*,*,20191002
2019,01,Allegany,0802,Westmar Middle,Mathematics,6,*,*,*,*,*,*,*,20191002
2019,01,Allegany,0802,Westmar Middle,Mathematics,7,*,*,*,*,*,*,*,20191002
2019,01,Allegany,1001,George's Creek Elementary,English Language Arts,5,*,*,*,*,*,*,*,20191002
2019,01,Allegany,1001,George's Creek Elementary,Mathematics,5,*,*,*,*,*,*,*,20191002
2019,01,Allegany,2901,Cash Valley Elementary,English Language Arts,3,*,*,*,*,*,*,*,20191002
2019,01,Allegany,2901,Cash Valley Elementary,English Language Arts,4,*,*,*,*,*,*,*,20191002
2019,01,Allegany,2901,Cash Valley Elementary,English Language Arts,5,*,*,*,*,*,*,*,20191002
2019,01,Allegany,2901,Cash Valley Elementary,Mathematics,3,*,*,*,*,*,*,*,20191002
2019,01,Allegany,2901,Cash Valley Elementary,Mathematics,4,*,*,*,*,*,*,*,20191002
2019,01,Allegany,2901,Cash Valley Elementary,Mathematics,5,*,*,*,*,*,*,*,20191002
2019,01,Allegany,7777,Allegany County Home & Hospital,English Language Arts,7,*,*,*,*,*,*,*,20191002
2019,01,Allegany,7777,Allegany County Home & Hospital,Mathematics,7,*,*,*,*,*,*,*,20191002
2019,01,Allegany,A,All Allegany Schools,English Language Arts,3,*,*,*,*,*,*,*,20191002
2019,01,Allegany,A,All Allegany Schools,English Language Arts,4,*,*,*,*,*,*,*,20191002
2019,01,Allegany,A,All Allegany Schools,English Language Arts,5,*,*,*,*,*,*,*,20191002
2019,01,Allegany,A,All Allegany Schools,English Language Arts,6,*,*,*,*,*,*,*,20191002
2019,01,Allegany,A,All Allegany Schools,English Language Arts,7,11,4,36.4,45.5,18.2,27.3,9.1,20191002
2019,01,Allegany,A,All Allegany Schools,English Language Arts,8,15,7,46.7,26.7,26.7,46.7,<= 5.0,20191002
2019,01,Allegany,A,All Allegany Schools,English Language Arts,11,12,8,66.7,8.3,25,33.3,33.3,20191002
2019,01,Allegany,A,All Allegany Schools,Mathematics,3,*,*,*,*,*,*,*,20191002
2019,01,Allegany,A,All Allegany Schools,Mathematics,4,*,*,*,*,*,*,*,20191002
2019,01,Allegany,A,All Allegany Schools,Mathematics,5,*,*,*,*,*,*,*,20191002
2019,01,Allegany,A,All Allegany Schools,Mathematics,6,*,*,*,*,*,*,*,20191002
2019,01,Allegany,A,All Allegany Schools,Mathematics,7,11,5,45.5,9.1,45.5,27.3,18.2,20191002
2019,01,Allegany,A,All Allegany Schools,Mathematics,8,15,6,40,33.3,26.7,33.3,6.7,20191002
2019,01,Allegany,A,All Allegany Schools,Mathematics,11,12,11,91.7,<= 5.0,8.3,58.3,33.3,20191002
2019,02,Anne Arundel,1033,Glen Burnie High,English Language Arts,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1033,Glen Burnie High,Mathematics,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1053,Lindale Middle,English Language Arts,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1053,Lindale Middle,English Language Arts,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1053,Lindale Middle,English Language Arts,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1053,Lindale Middle,Mathematics,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1053,Lindale Middle,Mathematics,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1053,Lindale Middle,Mathematics,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1063,Marley Middle,English Language Arts,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1063,Marley Middle,English Language Arts,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1063,Marley Middle,English Language Arts,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1063,Marley Middle,Mathematics,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1063,Marley Middle,Mathematics,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1063,Marley Middle,Mathematics,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1162,Marley Elementary,English Language Arts,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1162,Marley Elementary,English Language Arts,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1162,Marley Elementary,English Language Arts,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1162,Marley Elementary,Mathematics,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1162,Marley Elementary,Mathematics,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1162,Marley Elementary,Mathematics,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1182,Oakwood Elementary,English Language Arts,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1182,Oakwood Elementary,English Language Arts,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1182,Oakwood Elementary,English Language Arts,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1182,Oakwood Elementary,Mathematics,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1182,Oakwood Elementary,Mathematics,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1182,Oakwood Elementary,Mathematics,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1212,Point Pleasant Elementary,English Language Arts,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1212,Point Pleasant Elementary,English Language Arts,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1212,Point Pleasant Elementary,English Language Arts,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1212,Point Pleasant Elementary,Mathematics,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1212,Point Pleasant Elementary,Mathematics,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1212,Point Pleasant Elementary,Mathematics,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1262,Woodside Elementary,English Language Arts,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1262,Woodside Elementary,English Language Arts,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1262,Woodside Elementary,English Language Arts,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1262,Woodside Elementary,Mathematics,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1262,Woodside Elementary,Mathematics,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1262,Woodside Elementary,Mathematics,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1274,Marley Glen School,English Language Arts,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1274,Marley Glen School,English Language Arts,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1274,Marley Glen School,English Language Arts,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1274,Marley Glen School,English Language Arts,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1274,Marley Glen School,English Language Arts,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1274,Marley Glen School,English Language Arts,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1274,Marley Glen School,English Language Arts,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1274,Marley Glen School,Mathematics,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1274,Marley Glen School,Mathematics,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1274,Marley Glen School,Mathematics,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1274,Marley Glen School,Mathematics,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1274,Marley Glen School,Mathematics,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1274,Marley Glen School,Mathematics,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1274,Marley Glen School,Mathematics,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1323,North County High,English Language Arts,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,1323,North County High,Mathematics,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2013,Severna Park High,English Language Arts,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2013,Severna Park High,Mathematics,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2023,Northeast High,English Language Arts,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2023,Northeast High,Mathematics,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2033,George Fox Middle,English Language Arts,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2033,George Fox Middle,English Language Arts,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2033,George Fox Middle,English Language Arts,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2033,George Fox Middle,Mathematics,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2033,George Fox Middle,Mathematics,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2033,George Fox Middle,Mathematics,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2043,Severna Park Middle,English Language Arts,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2043,Severna Park Middle,English Language Arts,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2043,Severna Park Middle,English Language Arts,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2043,Severna Park Middle,Mathematics,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2043,Severna Park Middle,Mathematics,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2043,Severna Park Middle,Mathematics,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2062,Belvedere Elementary,English Language Arts,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2062,Belvedere Elementary,English Language Arts,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2062,Belvedere Elementary,English Language Arts,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2062,Belvedere Elementary,Mathematics,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2062,Belvedere Elementary,Mathematics,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2062,Belvedere Elementary,Mathematics,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2082,Bodkin Elementary,English Language Arts,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2082,Bodkin Elementary,Mathematics,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2142,Jacobsville Elementary,English Language Arts,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2142,Jacobsville Elementary,English Language Arts,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2142,Jacobsville Elementary,English Language Arts,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2142,Jacobsville Elementary,Mathematics,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2142,Jacobsville Elementary,Mathematics,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2142,Jacobsville Elementary,Mathematics,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2182,Pasadena Elementary,English Language Arts,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2182,Pasadena Elementary,English Language Arts,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2182,Pasadena Elementary,English Language Arts,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2182,Pasadena Elementary,Mathematics,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2182,Pasadena Elementary,Mathematics,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2182,Pasadena Elementary,Mathematics,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2222,Sunset Elementary,English Language Arts,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2222,Sunset Elementary,Mathematics,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2243,Magothy River Middle,English Language Arts,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2243,Magothy River Middle,English Language Arts,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2243,Magothy River Middle,English Language Arts,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2243,Magothy River Middle,Mathematics,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2243,Magothy River Middle,Mathematics,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2243,Magothy River Middle,Mathematics,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2273,Chesapeake High,English Language Arts,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2273,Chesapeake High,Mathematics,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2363,Broadneck High,English Language Arts,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2363,Broadneck High,Mathematics,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2423,Chesapeake Bay Middle,English Language Arts,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2423,Chesapeake Bay Middle,English Language Arts,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2423,Chesapeake Bay Middle,English Language Arts,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2423,Chesapeake Bay Middle,Mathematics,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2423,Chesapeake Bay Middle,Mathematics,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2423,Chesapeake Bay Middle,Mathematics,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2432,Shipley's Choice Elementary,English Language Arts,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,2432,Shipley's Choice Elementary,Mathematics,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3013,Arundel High,English Language Arts,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3013,Arundel High,Mathematics,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3023,Arundel Middle,English Language Arts,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3023,Arundel Middle,English Language Arts,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3023,Arundel Middle,English Language Arts,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3023,Arundel Middle,Mathematics,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3023,Arundel Middle,Mathematics,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3023,Arundel Middle,Mathematics,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3033,MacArthur Middle,English Language Arts,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3033,MacArthur Middle,English Language Arts,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3033,MacArthur Middle,English Language Arts,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3033,MacArthur Middle,Mathematics,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3033,MacArthur Middle,Mathematics,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3033,MacArthur Middle,Mathematics,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3062,Brock Bridge Elementary,English Language Arts,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3062,Brock Bridge Elementary,English Language Arts,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3062,Brock Bridge Elementary,English Language Arts,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3062,Brock Bridge Elementary,Mathematics,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3062,Brock Bridge Elementary,Mathematics,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3062,Brock Bridge Elementary,Mathematics,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3072,Crofton Elementary,English Language Arts,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3072,Crofton Elementary,English Language Arts,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3072,Crofton Elementary,Mathematics,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3072,Crofton Elementary,Mathematics,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3102,Hebron - Harman Elementary,English Language Arts,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3102,Hebron - Harman Elementary,Mathematics,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3112,Jessup Elementary,English Language Arts,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3112,Jessup Elementary,English Language Arts,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3112,Jessup Elementary,Mathematics,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3112,Jessup Elementary,Mathematics,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3122,Manor View Elementary,English Language Arts,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3122,Manor View Elementary,Mathematics,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3142,Meade Heights Elementary,English Language Arts,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3142,Meade Heights Elementary,Mathematics,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3162,Millersville Elementary,English Language Arts,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3162,Millersville Elementary,English Language Arts,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3162,Millersville Elementary,English Language Arts,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3162,Millersville Elementary,Mathematics,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3162,Millersville Elementary,Mathematics,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3162,Millersville Elementary,Mathematics,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3182,Pershing Hill Elementary,English Language Arts,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3182,Pershing Hill Elementary,English Language Arts,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3182,Pershing Hill Elementary,English Language Arts,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3182,Pershing Hill Elementary,Mathematics,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3182,Pershing Hill Elementary,Mathematics,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3182,Pershing Hill Elementary,Mathematics,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3192,Ridgeway Elementary,English Language Arts,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3192,Ridgeway Elementary,English Language Arts,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3192,Ridgeway Elementary,Mathematics,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3192,Ridgeway Elementary,Mathematics,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3222,Waugh Chapel Elementary,English Language Arts,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3222,Waugh Chapel Elementary,English Language Arts,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3222,Waugh Chapel Elementary,English Language Arts,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3222,Waugh Chapel Elementary,Mathematics,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3222,Waugh Chapel Elementary,Mathematics,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3222,Waugh Chapel Elementary,Mathematics,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3263,Crofton Middle,English Language Arts,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3263,Crofton Middle,Mathematics,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3323,Meade High,English Language Arts,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3323,Meade High,Mathematics,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3333,Old Mill Middle North,English Language Arts,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3333,Old Mill Middle North,English Language Arts,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3333,Old Mill Middle North,Mathematics,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3333,Old Mill Middle North,Mathematics,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3343,Old Mill Middle South,English Language Arts,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3343,Old Mill Middle South,English Language Arts,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3343,Old Mill Middle South,English Language Arts,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3343,Old Mill Middle South,Mathematics,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3343,Old Mill Middle South,Mathematics,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3343,Old Mill Middle South,Mathematics,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3353,Old Mill High,English Language Arts,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3353,Old Mill High,Mathematics,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3362,Crofton Meadows Elementary,English Language Arts,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3362,Crofton Meadows Elementary,Mathematics,5,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3414,Ruth Parker Eason School,English Language Arts,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3414,Ruth Parker Eason School,English Language Arts,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3414,Ruth Parker Eason School,English Language Arts,5,11,*,<= 5.0,63.6,36.4,<= 5.0,<= 5.0,20191002
2019,02,Anne Arundel,3414,Ruth Parker Eason School,English Language Arts,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3414,Ruth Parker Eason School,English Language Arts,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3414,Ruth Parker Eason School,English Language Arts,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3414,Ruth Parker Eason School,English Language Arts,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3414,Ruth Parker Eason School,Mathematics,3,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3414,Ruth Parker Eason School,Mathematics,4,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3414,Ruth Parker Eason School,Mathematics,5,11,*,<= 5.0,63.6,36.4,<= 5.0,<= 5.0,20191002
2019,02,Anne Arundel,3414,Ruth Parker Eason School,Mathematics,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3414,Ruth Parker Eason School,Mathematics,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3414,Ruth Parker Eason School,Mathematics,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3414,Ruth Parker Eason School,Mathematics,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3423,Meade Middle,English Language Arts,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3423,Meade Middle,English Language Arts,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3423,Meade Middle,English Language Arts,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3423,Meade Middle,Mathematics,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3423,Meade Middle,Mathematics,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,3423,Meade Middle,Mathematics,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,4013,Annapolis High,English Language Arts,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,4013,Annapolis High,Mathematics,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,4023,Southern High,English Language Arts,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,4023,Southern High,Mathematics,11,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,4043,Wiley H. Bates Middle,English Language Arts,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,4043,Wiley H. Bates Middle,English Language Arts,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,4043,Wiley H. Bates Middle,English Language Arts,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,4043,Wiley H. Bates Middle,Mathematics,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,4043,Wiley H. Bates Middle,Mathematics,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,4043,Wiley H. Bates Middle,Mathematics,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,4053,Southern Middle,English Language Arts,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,4053,Southern Middle,English Language Arts,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,4053,Southern Middle,English Language Arts,8,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,4053,Southern Middle,Mathematics,6,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,4053,Southern Middle,Mathematics,7,*,*,*,*,*,*,*,20191002
2019,02,Anne Arundel,4053,Southern Middle,Mathematics,8,*,*,*,*,*,*,*,20191002
