Academic Year,LSS Number,LSS Name,School Number,School Name,AP Subject Group,Students Tested,Number of Exams,Exams per Student,Mean Grade per Exam,Exams with Grades 3-5,% Exams with Grades 3-5,Create Date
2019,15,Montgomery,0201,Richard Montgomery High,All World Languages & Cultures,223,227,1,4.21,*,>= 95.0,20200210
2019,15,Montgomery,0230,Rockville High,All Subjects,580,997,1.7,2.66,505,50.7,20200210
2019,15,Montgomery,0230,Rockville High,All Arts,18,18,1,3.28,16,88.9,20200210
2019,15,Montgomery,0230,Rockville High,All English,281,282,1,2.17,87,30.9,20200210
2019,15,Montgomery,0230,Rockville High,All History & Social Science,372,388,1,2.9,231,59.5,20200210
2019,15,Montgomery,0230,Rockville High,All Math & Computer Science,163,192,1.2,2.57,97,50.5,20200210
2019,15,Montgomery,0230,Rockville High,All Sciences,80,83,1,2.6,41,49.4,20200210
2019,15,Montgomery,0230,Rockville High,All World Languages & Cultures,34,34,1,4.35,*,>= 95.0,20200210
2019,15,Montgomery,0234,Thomas S. Wootton High,All Subjects,1405,2970,2.1,3.91,2635,88.7,20200210
2019,15,Montgomery,0234,Thomas S. Wootton High,All AP Capstone,50,50,1,3.82,47,94,20200210
2019,15,Montgomery,0234,Thomas S. Wootton High,All Arts,50,50,1,3.86,46,92,20200210
2019,15,Montgomery,0234,Thomas S. Wootton High,All English,494,494,1,3.65,413,83.6,20200210
2019,15,Montgomery,0234,Thomas S. Wootton High,All History & Social Science,1012,1177,1.2,3.69,974,82.8,20200210
2019,15,Montgomery,0234,Thomas S. Wootton High,All Math & Computer Science,585,634,1.1,4.29,*,>= 95.0,20200210
2019,15,Montgomery,0234,Thomas S. Wootton High,All Sciences,347,431,1.2,4.21,*,>= 95.0,20200210
2019,15,Montgomery,0234,Thomas S. Wootton High,All World Languages & Cultures,133,134,1,4.12,*,>= 95.0,20200210
2019,15,Montgomery,0246,Northwest High,All Subjects,1490,2690,1.8,2.82,1555,57.8,20200210
2019,15,Montgomery,0246,Northwest High,All Arts,50,52,1,3.02,30,57.7,20200210
2019,15,Montgomery,0246,Northwest High,All English,703,704,1,2.4,296,42,20200210
2019,15,Montgomery,0246,Northwest High,All History & Social Science,1136,1234,1.1,2.74,688,55.8,20200210
2019,15,Montgomery,0246,Northwest High,All Math & Computer Science,261,280,1.1,3.73,233,83.2,20200210
2019,15,Montgomery,0246,Northwest High,All Sciences,298,309,1,2.93,201,65,20200210
2019,15,Montgomery,0246,Northwest High,All World Languages & Cultures,111,111,1,3.74,*,>= 95.0,20200210
2019,15,Montgomery,0249,Clarksburg High,All Subjects,926,1740,1.9,3.11,1193,68.6,20200210
2019,15,Montgomery,0249,Clarksburg High,All Arts,22,22,1,3.45,20,90.9,20200210
2019,15,Montgomery,0249,Clarksburg High,All English,260,260,1,2.99,161,61.9,20200210
2019,15,Montgomery,0249,Clarksburg High,All History & Social Science,726,822,1.1,3.01,546,66.4,20200210
2019,15,Montgomery,0249,Clarksburg High,All Math & Computer Science,265,314,1.2,3.29,229,72.9,20200210
2019,15,Montgomery,0249,Clarksburg High,All Sciences,264,274,1,3.15,190,69.3,20200210
2019,15,Montgomery,0249,Clarksburg High,All World Languages & Cultures,48,48,1,4.15,*,>= 95.0,20200210
2019,15,Montgomery,0315,Paint Branch High,All Subjects,651,1179,1.8,2.67,625,53,20200210
2019,15,Montgomery,0315,Paint Branch High,All Arts,12,12,1,3.75,*,>= 95.0,20200210
2019,15,Montgomery,0315,Paint Branch High,All English,157,157,1,2.56,78,49.7,20200210
2019,15,Montgomery,0315,Paint Branch High,All History & Social Science,501,544,1.1,2.79,316,58.1,20200210
2019,15,Montgomery,0315,Paint Branch High,All Math & Computer Science,158,158,1,2.61,70,44.3,20200210
2019,15,Montgomery,0315,Paint Branch High,All Sciences,225,276,1.2,2.35,121,43.8,20200210
2019,15,Montgomery,0315,Paint Branch High,All World Languages & Cultures,32,32,1,3.84,28,87.5,20200210
2019,15,Montgomery,0321,James Hubert Blake High,All Subjects,678,1261,1.9,2.79,717,56.9,20200210
2019,15,Montgomery,0321,James Hubert Blake High,All AP Capstone,20,20,1,2.9,15,75,20200210
2019,15,Montgomery,0321,James Hubert Blake High,All Arts,25,25,1,3.6,21,84,20200210
2019,15,Montgomery,0321,James Hubert Blake High,All English,215,215,1,2.69,115,53.5,20200210
2019,15,Montgomery,0321,James Hubert Blake High,All History & Social Science,566,688,1.2,2.76,384,55.8,20200210
2019,15,Montgomery,0321,James Hubert Blake High,All Math & Computer Science,155,169,1.1,2.5,77,45.6,20200210
2019,15,Montgomery,0321,James Hubert Blake High,All Sciences,79,81,1,2.9,51,63,20200210
2019,15,Montgomery,0321,James Hubert Blake High,All World Languages & Cultures,62,63,1,3.71,54,85.7,20200210
2019,15,Montgomery,0406,Bethesda-Chevy Chase High,All Subjects,1000,1919,1.9,3.49,1495,77.9,20200210
2019,15,Montgomery,0406,Bethesda-Chevy Chase High,All Arts,26,26,1,3.69,*,>= 95.0,20200210
2019,15,Montgomery,0406,Bethesda-Chevy Chase High,All English,355,355,1,3.08,233,65.6,20200210
2019,15,Montgomery,0406,Bethesda-Chevy Chase High,All History & Social Science,739,854,1.2,3.62,697,81.6,20200210
2019,15,Montgomery,0406,Bethesda-Chevy Chase High,All Math & Computer Science,283,326,1.2,3.27,242,74.2,20200210
2019,15,Montgomery,0406,Bethesda-Chevy Chase High,All Sciences,237,275,1.2,3.63,218,79.3,20200210
2019,15,Montgomery,0406,Bethesda-Chevy Chase High,All World Languages & Cultures,82,83,1,4.36,*,>= 95.0,20200210
2019,15,Montgomery,0424,Walter Johnson High,All Subjects,1341,2788,2.1,3.79,2403,86.2,20200210
2019,15,Montgomery,0424,Walter Johnson High,All Arts,66,69,1,3.62,57,82.6,20200210
2019,15,Montgomery,0424,Walter Johnson High,All English,482,482,1,3.44,384,79.7,20200210
2019,15,Montgomery,0424,Walter Johnson High,All History & Social Science,1111,1444,1.3,3.82,1244,86.1,20200210
2019,15,Montgomery,0424,Walter Johnson High,All Math & Computer Science,344,388,1.1,3.97,347,89.4,20200210
2019,15,Montgomery,0424,Walter Johnson High,All Sciences,239,280,1.2,3.8,248,88.6,20200210
2019,15,Montgomery,0424,Walter Johnson High,All World Languages & Cultures,123,125,1,4.34,*,>= 95.0,20200210
2019,15,Montgomery,0427,Walt Whitman High,All Subjects,1319,2785,2.1,3.87,2458,88.3,20200210
2019,15,Montgomery,0427,Walt Whitman High,All Arts,69,69,1,3.9,*,>= 95.0,20200210
2019,15,Montgomery,0427,Walt Whitman High,All English,416,416,1,3.9,389,93.5,20200210
2019,15,Montgomery,0427,Walt Whitman High,All History & Social Science,1033,1225,1.2,3.93,1077,87.9,20200210
2019,15,Montgomery,0427,Walt Whitman High,All Math & Computer Science,380,427,1.1,3.6,349,81.7,20200210
2019,15,Montgomery,0427,Walt Whitman High,All Sciences,420,478,1.1,3.77,409,85.6,20200210
2019,15,Montgomery,0427,Walt Whitman High,All World Languages & Cultures,169,170,1,4.26,*,>= 95.0,20200210
2019,15,Montgomery,0428,Thomas W. Pyle Middle,All Subjects,*,*,*,*,*,*,20200210
2019,15,Montgomery,0428,Thomas W. Pyle Middle,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,15,Montgomery,0503,Sherwood High,All Subjects,768,1423,1.9,3.29,1035,72.7,20200210
2019,15,Montgomery,0503,Sherwood High,All Arts,20,20,1,3.6,18,90,20200210
2019,15,Montgomery,0503,Sherwood High,All English,294,295,1,3.43,235,79.7,20200210
2019,15,Montgomery,0503,Sherwood High,All History & Social Science,512,559,1.1,3.59,459,82.1,20200210
2019,15,Montgomery,0503,Sherwood High,All Math & Computer Science,175,191,1.1,3.01,119,62.3,20200210
2019,15,Montgomery,0503,Sherwood High,All Sciences,299,309,1,2.75,163,52.8,20200210
2019,15,Montgomery,0503,Sherwood High,All World Languages & Cultures,48,49,1,3.47,41,83.7,20200210
2019,15,Montgomery,0510,Col. Zadok Magruder High,All Subjects,512,937,1.8,2.88,553,59,20200210
2019,15,Montgomery,0510,Col. Zadok Magruder High,All Arts,22,22,1,4.09,*,>= 95.0,20200210
2019,15,Montgomery,0510,Col. Zadok Magruder High,All English,210,211,1,2.82,114,54,20200210
2019,15,Montgomery,0510,Col. Zadok Magruder High,All History & Social Science,359,406,1.1,2.79,230,56.7,20200210
2019,15,Montgomery,0510,Col. Zadok Magruder High,All Math & Computer Science,120,126,1.1,2.44,53,42.1,20200210
2019,15,Montgomery,0510,Col. Zadok Magruder High,All Sciences,86,91,1.1,2.8,54,59.3,20200210
2019,15,Montgomery,0510,Col. Zadok Magruder High,All World Languages & Cultures,78,81,1,3.95,*,>= 95.0,20200210
2019,15,Montgomery,0545,Watkins Mill High,All Subjects,228,242,1.1,2.27,91,37.6,20200210
2019,15,Montgomery,0545,Watkins Mill High,All History & Social Science,160,160,1,1.88,38,23.8,20200210
2019,15,Montgomery,0545,Watkins Mill High,All Math & Computer Science,39,44,1.1,2.36,18,40.9,20200210
2019,15,Montgomery,0545,Watkins Mill High,All Sciences,*,*,*,*,*,*,20200210
2019,15,Montgomery,0545,Watkins Mill High,All World Languages & Cultures,37,37,1,3.84,35,94.6,20200210
2019,15,Montgomery,0551,Gaithersburg High,All Subjects,478,802,1.7,2.64,412,51.4,20200210
2019,15,Montgomery,0551,Gaithersburg High,All Arts,*,*,*,*,*,*,20200210
2019,15,Montgomery,0551,Gaithersburg High,All English,212,213,1,2.38,85,39.9,20200210
2019,15,Montgomery,0551,Gaithersburg High,All History & Social Science,217,223,1,2.87,132,59.2,20200210
2019,15,Montgomery,0551,Gaithersburg High,All Math & Computer Science,155,176,1.1,2.18,67,38.1,20200210
2019,15,Montgomery,0551,Gaithersburg High,All Sciences,89,94,1.1,2.67,50,53.2,20200210
2019,15,Montgomery,0551,Gaithersburg High,All World Languages & Cultures,86,87,1,3.44,70,80.5,20200210
2019,15,Montgomery,0554,Gaithersburg Middle,All Subjects,*,*,*,*,*,*,20200210
2019,15,Montgomery,0554,Gaithersburg Middle,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,15,Montgomery,0602,Winston Churchill High,All Subjects,1462,3448,2.4,3.66,2879,83.5,20200210
2019,15,Montgomery,0602,Winston Churchill High,All Arts,49,50,1,4.14,45,90,20200210
2019,15,Montgomery,0602,Winston Churchill High,All English,523,524,1,3.25,392,74.8,20200210
2019,15,Montgomery,0602,Winston Churchill High,All History & Social Science,1150,1422,1.2,3.8,1221,85.9,20200210
2019,15,Montgomery,0602,Winston Churchill High,All Math & Computer Science,578,655,1.1,3.62,547,83.5,20200210
2019,15,Montgomery,0602,Winston Churchill High,All Sciences,519,569,1.1,3.52,451,79.3,20200210
2019,15,Montgomery,0602,Winston Churchill High,All World Languages & Cultures,228,228,1,4.08,*,>= 95.0,20200210
2019,15,Montgomery,0606,Cabin John Middle,All Subjects,*,*,*,*,*,*,20200210
2019,15,Montgomery,0606,Cabin John Middle,All Arts,*,*,*,*,*,*,20200210
2019,15,Montgomery,0701,Damascus High,All Subjects,550,1108,2,2.89,673,60.7,20200210
2019,15,Montgomery,0701,Damascus High,All AP Capstone,38,38,1,2.89,28,73.7,20200210
2019,15,Montgomery,0701,Damascus High,All Arts,22,23,1,3.52,18,78.3,20200210
2019,15,Montgomery,0701,Damascus High,All English,251,251,1,2.78,141,56.2,20200210
2019,15,Montgomery,0701,Damascus High,All History & Social Science,491,543,1.1,2.8,319,58.7,20200210
2019,15,Montgomery,0701,Damascus High,All Math & Computer Science,111,121,1.1,3.1,76,62.8,20200210
2019,15,Montgomery,0701,Damascus High,All Sciences,111,116,1,3.02,76,65.5,20200210
2019,15,Montgomery,0701,Damascus High,All World Languages & Cultures,16,16,1,4,15,93.8,20200210
2019,15,Montgomery,0755,Takoma Park Middle,All Subjects,*,*,*,*,*,*,20200210
2019,15,Montgomery,0755,Takoma Park Middle,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,15,Montgomery,0757,Montgomery Blair High,All Subjects,1092,2479,2.3,3.9,2161,87.2,20200210
2019,15,Montgomery,0757,Montgomery Blair High,All Arts,26,26,1,3.54,19,73.1,20200210
2019,15,Montgomery,0757,Montgomery Blair High,All English,341,341,1,3.91,298,87.4,20200210
2019,15,Montgomery,0757,Montgomery Blair High,All History & Social Science,859,1063,1.2,3.75,907,85.3,20200210
2019,15,Montgomery,0757,Montgomery Blair High,All Math & Computer Science,416,533,1.3,4.14,485,91,20200210
2019,15,Montgomery,0757,Montgomery Blair High,All Sciences,320,386,1.2,3.79,325,84.2,20200210
2019,15,Montgomery,0757,Montgomery Blair High,All World Languages & Cultures,130,130,1,4.44,*,>= 95.0,20200210
2019,15,Montgomery,0782,Wheaton High,All Subjects,775,1449,1.9,3.01,912,62.9,20200210
2019,15,Montgomery,0782,Wheaton High,All English,185,185,1,2.95,115,62.2,20200210
2019,15,Montgomery,0782,Wheaton High,All History & Social Science,554,579,1,3.12,385,66.5,20200210
2019,15,Montgomery,0782,Wheaton High,All Math & Computer Science,291,350,1.2,2.89,213,60.9,20200210
2019,15,Montgomery,0782,Wheaton High,All Sciences,226,265,1.2,2.7,131,49.4,20200210
2019,15,Montgomery,0782,Wheaton High,All World Languages & Cultures,70,70,1,3.99,*,>= 95.0,20200210
2019,15,Montgomery,0789,Albert Einstein High,All Subjects,611,990,1.6,2.98,601,60.7,20200210
2019,15,Montgomery,0789,Albert Einstein High,All Arts,38,38,1,4.18,*,>= 95.0,20200210
2019,15,Montgomery,0789,Albert Einstein High,All English,203,206,1,2.64,95,46.1,20200210
2019,15,Montgomery,0789,Albert Einstein High,All History & Social Science,429,441,1,3.14,300,68,20200210
2019,15,Montgomery,0789,Albert Einstein High,All Math & Computer Science,135,140,1,2.52,66,47.1,20200210
2019,15,Montgomery,0789,Albert Einstein High,All Sciences,91,95,1,2.43,36,37.9,20200210
2019,15,Montgomery,0789,Albert Einstein High,All World Languages & Cultures,70,70,1,4.01,*,>= 95.0,20200210
2019,15,Montgomery,0796,Northwood High,All Subjects,483,784,1.6,2.65,398,50.8,20200210
2019,15,Montgomery,0796,Northwood High,All Arts,12,12,1,3.67,10,83.3,20200210
2019,15,Montgomery,0796,Northwood High,All English,192,192,1,2.29,68,35.4,20200210
2019,15,Montgomery,0796,Northwood High,All History & Social Science,316,373,1.2,2.76,202,54.2,20200210
2019,15,Montgomery,0796,Northwood High,All Math & Computer Science,53,60,1.1,2.2,22,36.7,20200210
2019,15,Montgomery,0796,Northwood High,All Sciences,77,77,1,2.34,34,44.2,20200210
2019,15,Montgomery,0796,Northwood High,All World Languages & Cultures,69,70,1,3.59,62,88.6,20200210
2019,15,Montgomery,0798,Springbrook High,All Subjects,804,1377,1.7,2.17,476,34.6,20200210
2019,15,Montgomery,0798,Springbrook High,All Arts,*,*,*,*,*,*,20200210
2019,15,Montgomery,0798,Springbrook High,All English,167,167,1,1.87,33,19.8,20200210
2019,15,Montgomery,0798,Springbrook High,All History & Social Science,584,631,1.1,2.07,199,31.5,20200210
2019,15,Montgomery,0798,Springbrook High,All Math & Computer Science,305,345,1.1,2.19,128,37.1,20200210
2019,15,Montgomery,0798,Springbrook High,All Sciences,174,177,1,2.25,66,37.3,20200210
2019,15,Montgomery,0798,Springbrook High,All World Languages & Cultures,50,50,1,3.98,47,94,20200210
2019,15,Montgomery,0815,John F. Kennedy High,All Subjects,334,482,1.4,2.15,159,33,20200210
2019,15,Montgomery,0815,John F. Kennedy High,All English,99,99,1,1.98,21,21.2,20200210
2019,15,Montgomery,0815,John F. Kennedy High,All History & Social Science,277,291,1.1,2,82,28.2,20200210
2019,15,Montgomery,0815,John F. Kennedy High,All Math & Computer Science,45,48,1.1,2.17,19,39.6,20200210
2019,15,Montgomery,0815,John F. Kennedy High,All World Languages & Cultures,44,44,1,3.52,37,84.1,20200210
2019,15,Montgomery,0835,Silver Creek Middle,All Subjects,*,*,*,*,*,*,20200210
2019,15,Montgomery,0835,Silver Creek Middle,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,15,Montgomery,0965,John L Gildner Regional Inst for Children & Adol,All Subjects,*,*,*,*,*,*,20200210
2019,15,Montgomery,0965,John L Gildner Regional Inst for Children & Adol,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,15,Montgomery,A,All Montgomery Schools,All Subjects,20833,41190,2,3.31,29461,71.5,20200210
2019,15,Montgomery,A,All Montgomery Schools,All AP Capstone,214,214,1,3.35,185,86.4,20200210
2019,15,Montgomery,A,All Montgomery Schools,All Arts,711,730,1,3.66,619,84.8,20200210
2019,15,Montgomery,A,All Montgomery Schools,All English,7434,7454,1,3,4607,61.8,20200210
2019,15,Montgomery,A,All Montgomery Schools,All History & Social Science,15598,18096,1.2,3.29,12880,71.2,20200210
2019,15,Montgomery,A,All Montgomery Schools,All Math & Computer Science,6154,6998,1.1,3.43,5212,74.5,20200210
2019,15,Montgomery,A,All Montgomery Schools,All Sciences,4930,5566,1.1,3.29,3945,70.9,20200210
2019,15,Montgomery,A,All Montgomery Schools,All World Languages & Cultures,2116,2132,1,4.01,2013,94.4,20200210
2019,16,Prince George's,0102,High Point High,All Subjects,276,414,1.5,2.21,146,35.3,20200210
2019,16,Prince George's,0102,High Point High,All Arts,27,27,1,3.19,21,77.8,20200210
2019,16,Prince George's,0102,High Point High,All English,83,83,1,1.87,14,16.9,20200210
2019,16,Prince George's,0102,High Point High,All History & Social Science,150,166,1.1,1.77,40,24.1,20200210
2019,16,Prince George's,0102,High Point High,All Math & Computer Science,47,47,1,2.32,15,31.9,20200210
2019,16,Prince George's,0102,High Point High,All Sciences,32,32,1,1.91,5,15.6,20200210
2019,16,Prince George's,0102,High Point High,All World Languages & Cultures,57,59,1,3.61,51,86.4,20200210
2019,16,Prince George's,0208,Bladensburg High,All Subjects,51,61,1.2,1.87,12,19.7,20200210
2019,16,Prince George's,0208,Bladensburg High,All Arts,*,*,*,*,*,*,20200210
2019,16,Prince George's,0208,Bladensburg High,All English,19,19,1,1.84,2,10.5,20200210
2019,16,Prince George's,0208,Bladensburg High,All History & Social Science,*,*,*,*,*,*,20200210
2019,16,Prince George's,0208,Bladensburg High,All Sciences,19,21,1.1,1.48,*,<= 5.0,20200210
2019,16,Prince George's,0208,Bladensburg High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,16,Prince George's,0511,Friendly High,All Subjects,19,22,1.2,2.41,9,40.9,20200210
2019,16,Prince George's,0511,Friendly High,All Arts,*,*,*,*,*,*,20200210
2019,16,Prince George's,0511,Friendly High,All English,*,*,*,*,*,*,20200210
2019,16,Prince George's,0511,Friendly High,All History & Social Science,*,*,*,*,*,*,20200210
2019,16,Prince George's,0511,Friendly High,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,16,Prince George's,0603,Suitland High,All Subjects,98,130,1.3,1.78,22,16.9,20200210
2019,16,Prince George's,0603,Suitland High,All Arts,23,23,1,2.61,13,56.5,20200210
2019,16,Prince George's,0603,Suitland High,All English,54,55,1,1.84,9,16.4,20200210
2019,16,Prince George's,0603,Suitland High,All History & Social Science,23,24,1,1.29,*,<= 5.0,20200210
2019,16,Prince George's,0603,Suitland High,All Math & Computer Science,11,11,1,1,*,<= 5.0,20200210
2019,16,Prince George's,0603,Suitland High,All Sciences,16,16,1,1.69,*,<= 5.0,20200210
2019,16,Prince George's,0603,Suitland High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,16,Prince George's,0908,Surrattsville High,All Subjects,24,30,1.3,1.17,*,<= 5.0,20200210
2019,16,Prince George's,0908,Surrattsville High,All English,10,10,1,1.4,*,<= 5.0,20200210
2019,16,Prince George's,0908,Surrattsville High,All History & Social Science,*,*,*,*,*,*,20200210
2019,16,Prince George's,0908,Surrattsville High,All Math & Computer Science,14,14,1,1,*,<= 5.0,20200210
2019,16,Prince George's,0908,Surrattsville High,All Sciences,*,*,*,*,*,*,20200210
2019,16,Prince George's,1008,Laurel High,All Subjects,140,178,1.3,1.92,46,25.8,20200210
2019,16,Prince George's,1008,Laurel High,All Arts,*,*,*,*,*,*,20200210
2019,16,Prince George's,1008,Laurel High,All English,53,54,1,2.02,13,24.1,20200210
2019,16,Prince George's,1008,Laurel High,All History & Social Science,100,104,1,1.67,20,19.2,20200210
2019,16,Prince George's,1008,Laurel High,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,16,Prince George's,1008,Laurel High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,16,Prince George's,1015,Chesapeake Math and IT Public Charter,All Subjects,73,85,1.2,2.35,35,41.2,20200210
2019,16,Prince George's,1015,Chesapeake Math and IT Public Charter,All English,11,11,1,1.55,*,<= 5.0,20200210
2019,16,Prince George's,1015,Chesapeake Math and IT Public Charter,All History & Social Science,33,33,1,2.7,18,54.5,20200210
2019,16,Prince George's,1015,Chesapeake Math and IT Public Charter,All Math & Computer Science,37,37,1,2.32,16,43.2,20200210
2019,16,Prince George's,1015,Chesapeake Math and IT Public Charter,All Sciences,*,*,*,*,*,*,20200210
2019,16,Prince George's,1103,Gwynn Park High,All Subjects,32,39,1.2,2.03,9,23.1,20200210
2019,16,Prince George's,1103,Gwynn Park High,All Arts,*,*,*,*,*,*,20200210
2019,16,Prince George's,1103,Gwynn Park High,All English,*,*,*,*,*,*,20200210
2019,16,Prince George's,1103,Gwynn Park High,All History & Social Science,14,14,1,2.21,5,35.7,20200210
2019,16,Prince George's,1103,Gwynn Park High,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,16,Prince George's,1103,Gwynn Park High,All Sciences,*,*,*,*,*,*,20200210
2019,16,Prince George's,1209,Oxon Hill High,All Subjects,262,375,1.4,2.31,139,37.1,20200210
2019,16,Prince George's,1209,Oxon Hill High,All Arts,13,14,1.1,3.36,*,>= 95.0,20200210
2019,16,Prince George's,1209,Oxon Hill High,All English,88,88,1,2.38,31,35.2,20200210
2019,16,Prince George's,1209,Oxon Hill High,All History & Social Science,124,137,1.1,2.47,58,42.3,20200210
2019,16,Prince George's,1209,Oxon Hill High,All Math & Computer Science,57,60,1.1,2.35,27,45,20200210
2019,16,Prince George's,1209,Oxon Hill High,All Sciences,62,67,1.1,1.63,5,7.5,20200210
2019,16,Prince George's,1209,Oxon Hill High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,16,Prince George's,1217,Crossland High,All Subjects,10,12,1.2,1.42,1,8.3,20200210
2019,16,Prince George's,1217,Crossland High,All Arts,*,*,*,*,*,*,20200210
2019,16,Prince George's,1217,Crossland High,All English,*,*,*,*,*,*,20200210
2019,16,Prince George's,1217,Crossland High,All History & Social Science,*,*,*,*,*,*,20200210
2019,16,Prince George's,1217,Crossland High,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,16,Prince George's,1220,Potomac High,All Subjects,84,98,1.2,1.56,5,5.1,20200210
2019,16,Prince George's,1220,Potomac High,All Arts,*,*,*,*,*,*,20200210
2019,16,Prince George's,1220,Potomac High,All English,68,68,1,1.56,*,<= 5.0,20200210
2019,16,Prince George's,1220,Potomac High,All History & Social Science,*,*,*,*,*,*,20200210
2019,16,Prince George's,1220,Potomac High,All Sciences,18,18,1,1.22,*,<= 5.0,20200210
2019,16,Prince George's,1314,Largo High,All Subjects,50,59,1.2,1.64,11,18.6,20200210
2019,16,Prince George's,1314,Largo High,All English,17,17,1,2.06,6,35.3,20200210
2019,16,Prince George's,1314,Largo High,All History & Social Science,33,33,1,1.39,4,12.1,20200210
2019,16,Prince George's,1314,Largo High,All Sciences,*,*,*,*,*,*,20200210
2019,16,Prince George's,1327,Charles Herbert Flowers High,All Subjects,181,245,1.4,2.34,106,43.3,20200210
2019,16,Prince George's,1327,Charles Herbert Flowers High,All Arts,*,*,*,*,*,*,20200210
2019,16,Prince George's,1327,Charles Herbert Flowers High,All English,30,30,1,2.63,14,46.7,20200210
2019,16,Prince George's,1327,Charles Herbert Flowers High,All History & Social Science,88,92,1,2.36,42,45.7,20200210
2019,16,Prince George's,1327,Charles Herbert Flowers High,All Math & Computer Science,87,89,1,2.21,35,39.3,20200210
2019,16,Prince George's,1327,Charles Herbert Flowers High,All Sciences,28,28,1,2.18,10,35.7,20200210
2019,16,Prince George's,1327,Charles Herbert Flowers High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,16,Prince George's,1350,Academy of Health Sciences at PGCC,All Subjects,*,*,*,*,*,*,20200210
2019,16,Prince George's,1350,Academy of Health Sciences at PGCC,All History & Social Science,*,*,*,*,*,*,20200210
2019,16,Prince George's,1350,Academy of Health Sciences at PGCC,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,16,Prince George's,1350,Academy of Health Sciences at PGCC,All Sciences,*,*,*,*,*,*,20200210
2019,16,Prince George's,1351,Chesapeake Math and IT South Public Charter,All Subjects,18,33,1.8,1.55,3,9.1,20200210
2019,16,Prince George's,1351,Chesapeake Math and IT South Public Charter,All History & Social Science,*,*,*,*,*,*,20200210
2019,16,Prince George's,1351,Chesapeake Math and IT South Public Charter,All Math & Computer Science,14,14,1,1.36,1,7.1,20200210
2019,16,Prince George's,1351,Chesapeake Math and IT South Public Charter,All Sciences,13,13,1,1.62,2,15.4,20200210
2019,16,Prince George's,1352,International High school @ Largo,All Subjects,34,39,1.1,1.9,13,33.3,20200210
2019,16,Prince George's,1352,International High school @ Largo,All English,26,26,1,1.12,*,<= 5.0,20200210
2019,16,Prince George's,1352,International High school @ Largo,All World Languages & Cultures,13,13,1,3.46,*,>= 95.0,20200210
2019,16,Prince George's,1409,Duval High,All Subjects,133,161,1.2,2.25,59,36.6,20200210
2019,16,Prince George's,1409,Duval High,All Arts,12,12,1,3.42,10,83.3,20200210
2019,16,Prince George's,1409,Duval High,All English,19,19,1,1.84,4,21.1,20200210
2019,16,Prince George's,1409,Duval High,All History & Social Science,48,55,1.1,2.33,24,43.6,20200210
2019,16,Prince George's,1409,Duval High,All Math & Computer Science,39,42,1.1,1.83,8,19,20200210
2019,16,Prince George's,1409,Duval High,All Sciences,20,20,1,1.3,*,<= 5.0,20200210
2019,16,Prince George's,1409,Duval High,All World Languages & Cultures,13,13,1,4.31,*,>= 95.0,20200210
2019,16,Prince George's,1423,Bowie High,All Subjects,361,573,1.6,2.46,258,45,20200210
2019,16,Prince George's,1423,Bowie High,All AP Capstone,*,*,*,*,*,*,20200210
2019,16,Prince George's,1423,Bowie High,All Arts,*,*,*,*,*,*,20200210
2019,16,Prince George's,1423,Bowie High,All English,141,141,1,2.57,69,48.9,20200210
2019,16,Prince George's,1423,Bowie High,All History & Social Science,289,357,1.2,2.45,162,45.4,20200210
2019,16,Prince George's,1423,Bowie High,All Math & Computer Science,20,21,1.1,1.9,6,28.6,20200210
2019,16,Prince George's,1423,Bowie High,All Sciences,39,40,1,2.05,10,25,20200210
2019,16,Prince George's,1423,Bowie High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,16,Prince George's,1502,Frederick Douglass High,All Subjects,70,85,1.2,1.88,17,20,20200210
2019,16,Prince George's,1502,Frederick Douglass High,All Arts,*,*,*,*,*,*,20200210
2019,16,Prince George's,1502,Frederick Douglass High,All English,38,38,1,1.45,2,5.3,20200210
2019,16,Prince George's,1502,Frederick Douglass High,All History & Social Science,42,42,1,2.33,15,35.7,20200210
2019,16,Prince George's,1502,Frederick Douglass High,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,16,Prince George's,1502,Frederick Douglass High,All Sciences,*,*,*,*,*,*,20200210
2019,16,Prince George's,1519,"Dr. Henry A. Wise, Jr. High",All Subjects,120,161,1.3,1.71,27,16.8,20200210
2019,16,Prince George's,1519,"Dr. Henry A. Wise, Jr. High",All Arts,*,*,*,*,*,*,20200210
2019,16,Prince George's,1519,"Dr. Henry A. Wise, Jr. High",All English,46,46,1,1.8,7,15.2,20200210
